Title,Subtitle,Author,Publisher,PublicationDate,Pages,Language,Format,Play_CSV,Play_CA,Play_US,Books_com,Books_ca,FrontCoverPreview,Cover_HD_z3,Cover_HD_z2,Books_Search,Books_ISBN_Search,VolumeID_From_Play
Shadows of Redemption,The Price of Justice and the Strength of Love,Guillaume Lessard,iD01t Productions,D:2024-12-15,44.0,eng,Digital,https://play.google.com/store/books/details?id=Owo4EQAAQBAJ,https://play.google.com/store/books/details?id=Owo4EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=Owo4EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=Owo4EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=Owo4EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=Owo4EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=Owo4EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=Owo4EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Shadows+of+Redemption+Guillaume+Lessard,,Owo4EQAAQBAJ
To the Top of the Mountain,"A Journey of Health, Wellness, and Adventure",Guillaume Lessard,iD01t Productions,D:2024-12-19,146.0,eng,Digital,https://play.google.com/store/books/details?id=-FA5EQAAQBAJ,https://play.google.com/store/books/details?id=-FA5EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=-FA5EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=-FA5EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=-FA5EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=-FA5EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=-FA5EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=-FA5EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=To+the+Top+of+the+Mountain+Guillaume+Lessard,,-FA5EQAAQBAJ
Sacred Patterns: A Transformational Journey Through Geometry and Conscious Living,"Exploring the Ancient Wisdom and Modern Power of Sacred Geometry in Art, Healing, and Design",Guillaume Lessard,iD01t Productions,D:2025-05-29,39.0,eng,Digital,https://play.google.com/store/books/details?id=VMdgEQAAQBAJ,https://play.google.com/store/books/details?id=VMdgEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=VMdgEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=VMdgEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=VMdgEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=VMdgEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=VMdgEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=VMdgEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Sacred+Patterns%3A+A+Transformational+Journey+Through+Geometry+and+Conscious+Living+Guillaume+Lessard,,VMdgEQAAQBAJ
Quantum Tao,Modern Science and Ancient Wisdom in Harmony,Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDKSjUK7M,https://play.google.com/store/books/details?id=AQAAAEDKSjUK7M&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDKSjUK7M&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDKSjUK7M&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDKSjUK7M&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDKSjUK7M&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDKSjUK7M&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDKSjUK7M&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Quantum+Tao+Guillaume+Lessard,,AQAAAEDKSjUK7M
𓂀 SY•NARCHÉON 𓂀,"Système vivant d’union totale entre esprit, matière et intelligence",Guillaume Lessard,iD01t Productions,D:2025-06-14,115.0,fre,Digital,https://play.google.com/store/books/details?id=7dNlEQAAQBAJ,https://play.google.com/store/books/details?id=7dNlEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=7dNlEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=7dNlEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=7dNlEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=7dNlEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=7dNlEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=7dNlEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=%F0%93%82%80+SY%E2%80%A2NARCH%C3%89ON+%F0%93%82%80+Guillaume+Lessard,,7dNlEQAAQBAJ
Quantum Jumping Unlocked,"Harness Parallel Realities, Rewire Your Mind, and Leap Into the Life You Truly Desire",Guillaume Lessard,iD01t Productions,,,fre,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEBKDmdOPM,https://play.google.com/store/books/details?id=AQAAAEBKDmdOPM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEBKDmdOPM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEBKDmdOPM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEBKDmdOPM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEBKDmdOPM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEBKDmdOPM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEBKDmdOPM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Quantum+Jumping+Unlocked+Guillaume+Lessard,,AQAAAEBKDmdOPM
Anarchie et évolution - L'histoire de la musique punk,De la rébellion à la révolution - Une odyssée culturelle,Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAECKmALYmM,https://play.google.com/store/books/details?id=AQAAAECKmALYmM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAECKmALYmM&gl=US&hl=en,https://books.google.com/books?id=AQAAAECKmALYmM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAECKmALYmM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAECKmALYmM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAECKmALYmM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAECKmALYmM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Anarchie+et+%C3%A9volution+-+L%27histoire+de+la+musique+punk+Guillaume+Lessard,,AQAAAECKmALYmM
杰克的摊位,一位环境律师为正义而战,Guillaume Lessard,iD01t Productions,D:2025-08-23,39.0,chi,Digital,https://play.google.com/store/books/details?id=Y1SAEQAAQBAJ,https://play.google.com/store/books/details?id=Y1SAEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=Y1SAEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=Y1SAEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=Y1SAEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=Y1SAEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=Y1SAEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=Y1SAEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=%E6%9D%B0%E5%85%8B%E7%9A%84%E6%91%8A%E4%BD%8D+Guillaume+Lessard,,Y1SAEQAAQBAJ
LUMEN·ZERO : Le Pouvoir Caché des Pyramides Énergétiques,"Construire, Amplifier, Alimenter – Guide Complet pour Récolter l’Énergie Libre à l’Aide de Pyramides Résonantes",Guillaume Lessard,iD01t Productions,D:2025-06-19,29.0,fre,Digital,https://play.google.com/store/books/details?id=Qv1mEQAAQBAJ,https://play.google.com/store/books/details?id=Qv1mEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=Qv1mEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=Qv1mEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=Qv1mEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=Qv1mEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=Qv1mEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=Qv1mEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=LUMEN%C2%B7ZERO+%3A+Le+Pouvoir+Cach%C3%A9+des+Pyramides+%C3%89nerg%C3%A9tiques+Guillaume+Lessard,,Qv1mEQAAQBAJ
Menjembatani Dunia,Panduan Praktis untuk Terhubung dengan Energi dan Dimensi Paralel,Guillaume Lessard,iD01t Productions,D:2025-03-02,29.0,ind,Digital,https://play.google.com/store/books/details?id=53lLEQAAQBAJ,https://play.google.com/store/books/details?id=53lLEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=53lLEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=53lLEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=53lLEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=53lLEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=53lLEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=53lLEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Menjembatani+Dunia+Guillaume+Lessard,,53lLEQAAQBAJ
The Secrets of Oak Island,Unraveling the Templar Connection to History's Greatest Treasure Hunt,Guillaume Lessard,iD01t Productions,D:2024-12-22,107.0,eng,Digital,https://play.google.com/store/books/details?id=zvg5EQAAQBAJ,https://play.google.com/store/books/details?id=zvg5EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=zvg5EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=zvg5EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=zvg5EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=zvg5EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=zvg5EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=zvg5EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=The+Secrets+of+Oak+Island+Guillaume+Lessard,,zvg5EQAAQBAJ
Spin Mastery,The Ultimate Traktor DJ Guide,Guillaume Lessard,iD01t Productions,D:2024-12-22,54.0,eng,Digital,https://play.google.com/store/books/details?id=TPk5EQAAQBAJ,https://play.google.com/store/books/details?id=TPk5EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=TPk5EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=TPk5EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=TPk5EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=TPk5EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=TPk5EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=TPk5EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Spin+Mastery+Guillaume+Lessard,,TPk5EQAAQBAJ
Automation and SEO Mastery: Strategies for Growth and Efficiency,A Practical Guide to Scaling Your Online Presence with Cutting-Edge Automation Tools and Advanced SEO Techniques,Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDygzrD2M,https://play.google.com/store/books/details?id=AQAAAEDygzrD2M&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDygzrD2M&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDygzrD2M&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDygzrD2M&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDygzrD2M&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDygzrD2M&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDygzrD2M&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Automation+and+SEO+Mastery%3A+Strategies+for+Growth+and+Efficiency+Guillaume+Lessard,,AQAAAEDygzrD2M
Agentic AI Sprint for Solopreneurs,"Launch Autonomous Money-Making Agents in 7 Days, Triple Your Output, Keep Your Team of One",Guillaume Lessard,iD01t Productions,D:2025-07-25,448.0,eng,Digital,https://play.google.com/store/books/details?id=OQt0EQAAQBAJ,https://play.google.com/store/books/details?id=OQt0EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=OQt0EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=OQt0EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=OQt0EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=OQt0EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=OQt0EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=OQt0EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Agentic+AI+Sprint+for+Solopreneurs+Guillaume+Lessard,,OQt0EQAAQBAJ
Spin Mastery : Le guide ultime du DJ Traktor,Votre chemin vers un mixage professionnel et des paysages sonores créatifs,Guillaume Lessard,iD01t Productions,,,fre,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAECKGANYmM,https://play.google.com/store/books/details?id=AQAAAECKGANYmM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAECKGANYmM&gl=US&hl=en,https://books.google.com/books?id=AQAAAECKGANYmM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAECKGANYmM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAECKGANYmM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAECKGANYmM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAECKGANYmM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Spin+Mastery+%3A+Le+guide+ultime+du+DJ+Traktor+Guillaume+Lessard,,AQAAAECKGANYmM
Reality Unveiled: How Consciousness Shapes the World We Perceive,"Exploring the Intersection of Perception, Quantum Physics, and the Nature of Existence",Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAECK6CaovM,https://play.google.com/store/books/details?id=AQAAAECK6CaovM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAECK6CaovM&gl=US&hl=en,https://books.google.com/books?id=AQAAAECK6CaovM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAECK6CaovM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAECK6CaovM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAECK6CaovM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAECK6CaovM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Reality+Unveiled%3A+How+Consciousness+Shapes+the+World+We+Perceive+Guillaume+Lessard,,AQAAAECK6CaovM
The Power of Repetition: Transforming Minds Through Words,How Daily Affirmations Shape Reality and Influence Success,Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDymy_bzM,https://play.google.com/store/books/details?id=AQAAAEDymy_bzM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDymy_bzM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDymy_bzM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDymy_bzM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDymy_bzM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDymy_bzM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDymy_bzM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=The+Power+of+Repetition%3A+Transforming+Minds+Through+Words+Guillaume+Lessard,,AQAAAEDymy_bzM
Quantum Code Mastery,From Bits to Qubits — The Ultimate Beginner’s Guide to Quantum Programming and the Future of Computing,Guillaume Lessard,iD01t Productions,,,fre,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEBK9gy2VM,https://play.google.com/store/books/details?id=AQAAAEBK9gy2VM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEBK9gy2VM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEBK9gy2VM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEBK9gy2VM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEBK9gy2VM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEBK9gy2VM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEBK9gy2VM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Quantum+Code+Mastery+Guillaume+Lessard,,AQAAAEBK9gy2VM
Mastering Quantum Error Correction,Safeguarding the Future of Computation,Guillaume Lessard,iD01t Productions,D:2025-03-05,20.0,eng,Digital,https://play.google.com/store/books/details?id=2aRMEQAAQBAJ,https://play.google.com/store/books/details?id=2aRMEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=2aRMEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=2aRMEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=2aRMEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=2aRMEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=2aRMEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=2aRMEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Mastering+Quantum+Error+Correction+Guillaume+Lessard,,2aRMEQAAQBAJ
Beneath the Bloom,Shadows Unleashed Every Secret Brings a Storm,Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDyzQmN6M,https://play.google.com/store/books/details?id=AQAAAEDyzQmN6M&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDyzQmN6M&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDyzQmN6M&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDyzQmN6M&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDyzQmN6M&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDyzQmN6M&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDyzQmN6M&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Beneath+the+Bloom+Guillaume+Lessard,,AQAAAEDyzQmN6M
Shadows of Bloom,Every Secret Has Its Roots,Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDyrQft5M,https://play.google.com/store/books/details?id=AQAAAEDyrQft5M&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDyrQft5M&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDyrQft5M&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDyrQft5M&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDyrQft5M&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDyrQft5M&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDyrQft5M&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Shadows+of+Bloom+Guillaume+Lessard,,AQAAAEDyrQft5M
Zen and the Art of Resilient Living,A Guide to Thriving Through Life’s Challenges with Mindfulness and Strength,Guillaume Lessard,iD01t Productions,D:2024-12-26,77.0,eng,Digital,https://play.google.com/store/books/details?id=o3c6EQAAQBAJ,https://play.google.com/store/books/details?id=o3c6EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=o3c6EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=o3c6EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=o3c6EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=o3c6EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=o3c6EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=o3c6EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Zen+and+the+Art+of+Resilient+Living+Guillaume+Lessard,,o3c6EQAAQBAJ
